CODE,DESCRIPTION,FAMILY,GROSS PRICE,EAN13,PACKAGING
10T3115401200C5,CIL TEKNO INOVATE FRIZ 45/60 N 5 CHIAVI,3710,130.47,0,1
10T31156012,CIL TEKNO INOVATE FRIZ 30/75 N,3710,109.87,8.01535E+12,1
10T3115601200C5,CIL TEKNO INOVATE FRIZ 30/75 N 5 CHIAVI,3710,130.47,0,1
10T31157012,CIL TEKNO INOVATE FRIZ 35/75 N,3710,115.03,8.01535E+12,1
10T3115701200C5,CIL TEKNO INOVATE FRIZ 35/75 N 5 CHIAVI,3710,135.63,0,1
10T31158012,CIL TEKNO INOVATE FRIZ 35/80 N,3710,120.85,8.01535E+12,1
10T3115801200C5,CIL TEKNO INOVATE FRIZ 35/80 N 5 CHIAVI,3710,141.45,0,1
10T31159012,CIL TEKNO INOVATE FRIZ 40/75 N,3710,120.85,8.01535E+12,1
10T3115901200C5,CIL TEKNO INOVATE FRIZ 40/75 N 5 CHIAVI,3710,141.45,0,1
10T31160012,CIL TEKNO INOVATE FRIZ 40/80 N,3710,126.68,8.01535E+12,1
10T3116001200C5,CIL TEKNO INOVATE FRIZ 40/80 N 5 CHIAVI,3710,147.28,0,1
10T31161012,CIL TEKNO INOVATE FRIZ 45/70 N,3710,120.85,8.01535E+12,1
10T3116101200C5,CIL TEKNO INOVATE FRIZ 45/70 N 5 CHIAVI,3710,141.45,0,1
10T31162012,CIL TEKNO INOVATE FRIZ 45/75 N,3710,126.68,8.01535E+12,1
10T3116201200C5,CIL TEKNO INOVATE FRIZ 45/75 N 5 CHIAVI,3710,147.28,0,1
10T31164012,CIL TEKNO INOVATE FRIZ 50/55 N,3710,109.87,8.01535E+12,1
10T3116401200C5,CIL TEKNO INOVATE FRIZ 50/55 N 5 CHIAVI,3710,130.47,0,1
10T31165012,CIL TEKNO INOVATE FRIZ 50/65 N,3710,120.85,8.01535E+12,1
10T3116501200C5,CIL TEKNO INOVATE FRIZ 50/65 N 5 CHIAVI,3710,141.45,0,1
10T31166012,CIL TEKNO INOVATE FRIZ 50/70 N,3710,126.68,8.01535E+12,1
10T3116601200C5,CIL TEKNO INOVATE FRIZ 50/70 N 5 CHIAVI,3710,147.28,0,1
10T31168012,CIL TEKNO INOVATE FRIZ 35/85 N,3710,126.68,8.01535E+12,1
10T3116801200C5,CIL TEKNO INOVATE FRIZ 35/85 N 5 CHIAVI,3710,147.28,0,1
10T31170012,CIL TEKNO INOVATE FRIZ 55/55 N,3710,115.03,8.01535E+12,1
10T3117001200C5,CIL TEKNO INOVATE FRIZ 55/55 N 5 CHIAVI,3710,135.63,0,1
10T31171012,CIL TEKNO INOVATE FRIZ 55/60 N,3710,120.85,8.01535E+12,1
10T3117101200C5,CIL TEKNO INOVATE FRIZ 55/60 N 5 CHIAVI,3710,141.45,0,1
10T31172012,CIL TEKNO INOVATE FRIZ 55/65 N,3710,126.68,8.01535E+12,1
10T3117201200C5,CIL TEKNO INOVATE FRIZ 55/65 N 5 CHIAVI,3710,147.28,0,1
10T31177012,CIL TEKNO INOVATE FRIZ 30/85 N,3710,120.85,8.01535E+12,1
10T3117701200C5,CIL TEKNO INOVATE FRIZ 30/85 N 5 CHIAVI,3710,141.45,0,1
10T31207012,CIL TEKNO INOVATE POM 30/30 N,3710,72.4,8.01535E+12,1
10T3120701200C5,CIL TEKNO INOVATE POM 30/30 N 5 CHIAVI,3710,93,0,1
10T31212012,CIL TEKNO INOVATE POM 40/30 N,3710,80.11,8.01535E+12,1
10T3121201200C5,CIL TEKNO INOVATE POM 40/30 N 5 CHIAVI,3710,100.71,0,1
10T31213012,CIL TEKNO INOVATE POM 35/35 N,3710,80.11,8.01535E+12,1
10T3121301200C5,CIL TEKNO INOVATE POM 35/35 N 5 CHIAVI,3710,100.71,0,1
10T31217012,CIL TEKNO INOVATE POM 30/50 N,3710,87.91,8.01535E+12,1
10T3121701200C5,CIL TEKNO INOVATE POM 30/50 N 5 CHIAVI,3710,108.51,8.01535E+12,1
10T31218012,CIL TEKNO INOVATE POM 40/40 N,3710,87.91,8.01535E+12,1
10T3121801200C5,CIL TEKNO INOVATE POM 40/40 N 5 CHIAVI,3710,108.51,0,1
10T31219012,CIL TEKNO INOVATE POM 35/45 N,3710,87.91,8.01535E+12,1
10T3121901200C5,CIL TEKNO INOVATE POM 35/45 N 5 CHIAVI,3710,108.51,0,1
10T31220012,CIL TEKNO INOVATE POM 30/60 N,3710,95.64,8.01535E+12,1
10T3122001200C5,CIL TEKNO INOVATE POM 30/60 N 5 CHIAVI,3710,116.24,0,1
10T31221012,CIL TEKNO INOVATE POM 40/50 N,3710,95.64,8.01535E+12,1
10T3122101200C5,CIL TEKNO INOVATE POM 40/50 N 5 CHIAVI,3710,116.24,0,1
10T31223012,CIL TEKNO INOVATE POM 50/50 N,3710,106.01,8.01535E+12,1
10T3122301200C5,CIL TEKNO INOVATE POM 50/50 N 5 CHIAVI,3710,126.61,0,1
10T31225012,CIL TEKNO INOVATE POM 40/60 N,3710,106.01,8.01535E+12,1
10T3122501200C5,CIL TEKNO INOVATE POM 40/60 N 5 CHIAVI,3710,126.61,0,1
10T31226012,CIL TEKNO INOVATE POM 30/35 N,3710,76.26,8.01535E+12,1
10T3122601200C5,CIL TEKNO INOVATE POM 30/35 N 5 CHIAVI,3710,96.86,0,1
10T31227012,CIL TEKNO INOVATE POM 30/45 N,3710,84.02,8.01535E+12,1
10T3122701200C5,CIL TEKNO INOVATE POM 30/45 N 5 CHIAVI,3710,104.62,0,1
10T31228012,CIL TEKNO INOVATE POM 35/40 N,3710,84.02,8.01535E+12,1
10T3122801200C5,CIL TEKNO INOVATE POM 35/40 N 5 CHIAVI,3710,104.62,0,1
10T31229012,CIL TEKNO INOVATE POM 45/45 N,3710,95.64,8.01535E+12,1
10T3122901200C5,CIL TEKNO INOVATE POM 45/45 N 5 CHIAVI,3710,116.24,0,1
10T31230012,CIL TEKNO INOVATE POM 40/45 N,3710,91.77,8.01535E+12,1
10T3123001200C5,CIL TEKNO INOVATE POM 40/45 N 5 CHIAVI,3710,112.37,0,1
10T31239012,CIL TEKNO INOVATE POM 45/50 N,3710,100.82,8.01535E+12,1
10T3123901200C5,CIL TEKNO INOVATE POM 45/50 N 5 CHIAVI,3710,121.42,0,1
10T31281012,CIL TEKNO INOVATE POM 35/30 N,3710,76.26,8.01535E+12,1
10T3128101200C5,CIL TEKNO INOVATE POM 35/30 N 5 CHIAVI,3710,96.86,0,1
10T31282012,CIL TEKNO INOVATE POM 30/40 N,3710,80.11,8.01535E+12,1
10T3128201200C5,CIL TEKNO INOVATE POM 30/40 N 5 CHIAVI,3710,100.71,0,1
10T31283012,CIL TEKNO INOVATE POM 40/35 N,3710,84.02,8.01535E+12,1
10T3128301200C5,CIL TEKNO INOVATE POM 40/35 N 5 CHIAVI,3710,104.62,0,1
10T31291012,CIL TEKNO INOVATE POM 45/30 N,3710,84.02,8.01535E+12,1
10T3129101200C5,CIL TEKNO INOVATE POM 45/30 N 5 CHIAVI,3710,104.62,0,1
10T31402012,CIL TEKNO INOVATE MEZZO 30/10 N,3710,56.89,8.01535E+12,1
10T3140201200C5,CIL TEKNO INOVATE MEZZO 30/10 N 5 CHIAVI,3710,77.49,0,1
10T31403012,CIL TEKNO INOVATE MEZZO 40/10 N,3710,63.33,8.01535E+12,1
10T3140301200C5,CIL TEKNO INOVATE MEZZO 40/10 N 5 CHIAVI,3710,83.93,0,1
10T31404012,CIL TEKNO INOVATE MEZZO 50/10 N,3710,69.77,8.01535E+12,1
10T3140401200C5,CIL TEKNO INOVATE MEZZO 50/10 N 5 CHIAVI,3710,90.37,0,1
10T31405012,CIL TEKNO INOVATE MEZZO 60/10 N,3710,76.26,8.01535E+12,1
10T3140501200C5,CIL TEKNO INOVATE MEZZO 60/10 N 5 CHIAVI,3710,96.86,0,1
10T31406012,CIL TEKNO INOVATE MEZZO 70/10 N,3710,82.74,8.01535E+12,1
10T3140601200C5,CIL TEKNO INOVATE MEZZO 70/10 N 5 CHIAVI,3710,103.34,0,1
10T31407012,CIL TEKNO INOVATE MEZZO 35/10 N,3710,60.1,8.01535E+12,1
10T3140701200C5,CIL TEKNO INOVATE MEZZO 35/10 N 5 CHIAVI,3710,80.7,0,1
10T31408012,CIL TEKNO INOVATE MEZZO 45/10 N,3710,66.57,8.01535E+12,1
10T3140801200C5,CIL TEKNO INOVATE MEZZO 45/10 N 5 CHIAVI,3710,87.17,0,1
10T31413012,CIL TEKNO INOVATE MEZZO 95/10 N,3710,99.52,8.01535E+12,1
10T3141301200C5,CIL TEKNO INOVATE MEZZO 95/10 N 5 CHIAVI,3710,120.12,0,1
10T31420012,CIL TEKNO INOVATE MEZZO 80/10 N,3710,89.19,8.01535E+12,1
10T3142001200C5,CIL TEKNO INOVATE MEZZO 80/10 N 5 CHIAVI,3710,109.79,0,1
10T31421012,CIL TEKNO INOVATE MEZZO 65/10 N,3710,79.49,8.01535E+12,1
10T3142101200C5,CIL TEKNO INOVATE MEZZO 65/10 N 5 CHIAVI,3710,100.09,0,1
10T31435012,CIL TEKNO INOVATE MEZZO 55/10 N,3710,73.03,8.01535E+12,1
10T3143501200C5,CIL TEKNO INOVATE MEZZO 55/10 N 5 CHIAVI,3710,93.63,0,1
10T31707012,CIL TEKNO INOVATE RAS 30/30 N,3710,82.74,8.01535E+12,1
10T3170701200C5,CIL TEKNO INOVATE RAS 30/30 N 5 CHIAVI,3710,103.34,8.01535E+12,1
10T31707066,CIL TEKNO INOVATE RAS 30/30 L,3710,82.74,8.01535E+12,1
10T3170706600C5,CIL TEKNO INOVATE RAS 30/30 L 5 CHIAVI,3710,103.34,8.01535E+12,1
10T31712012,CIL TEKNO INOVATE RAS 40/30 N,3710,90.48,8.01535E+12,1
10T3171201200C5,CIL TEKNO INOVATE RAS 40/30 N 5 CHIAVI,3710,111.08,8.01535E+12,1
10T31756012,CIL TEKNO INOVATE RAS 75/30 N,3710,121.52,8.01535E+12,1
10T3175601200C5,CIL TEKNO INOVATE RAS 75/30 N 5 CHIAVI,3710,142.12,0,1
10T31781012,CIL TEKNO INOVATE RAS 35/30 N,3710,86.59,8.01535E+12,1
10T3178101200C5,CIL TEKNO INOVATE RAS 35/30 N 5 CHIAVI,3710,107.19,8.01535E+12,1
10T31787012,CIL TEKNO INOVATE RAS 60/30 N,3710,106.01,8.01535E+12,1
10T3178701200C5,CIL TEKNO INOVATE RAS 60/30 N 5 CHIAVI,3710,126.61,0,1
10T31788012,CIL TEKNO INOVATE RAS 70/30 N,3710,116.35,8.01535E+12,1
10T3178801200C5,CIL TEKNO INOVATE RAS 70/30 N 5 CHIAVI,3710,136.95,0,1
10T31790012,CIL TEKNO INOVATE RAS 50/30 N,3710,98.22,8.01535E+12,1
10T3179001200C5,CIL TEKNO INOVATE RAS 50/30 N 5 CHIAVI,3710,118.82,8.01535E+12,1
10T31791012,CIL TEKNO INOVATE RAS 45/30 N,3710,94.36,8.01535E+12,1
10T3179101200C5,CIL TEKNO INOVATE RAS 45/30 N 5 CHIAVI,3710,114.96,0,1
10T31792012,CIL TEKNO INOVATE RAS 55/30 N,3710,102.11,8.01535E+12,1
10T3179201200C5,CIL TEKNO INOVATE RAS 55/30 N 5 CHIAVI,3710,122.71,0,1
10T31793012,CIL TEKNO INOVATE RAS 80/30 N,3710,126.68,8.01535E+12,1
10T3179301200C5,CIL TEKNO INOVATE RAS 80/30 N 5 CHIAVI,3710,147.28,0,1
10T317A3012,CIL TEKNO INOVATE RAS 65/30 N,3710,111.16,8.01535E+12,1
10T317A301200C5,CIL TEKNO INOVATE RAS 65/30 N 5 CHIAVI,3710,131.76,0,1
10T317C6012,CIL TEKNO INOVATE RAS 90/30 N,3710,138.31,8.01535E+12,1
10T317C601200C5,CIL TEKNO INOVATE RAS 90/30 N 5 CHIAVI,3710,158.91,0,1
10T317D1012,CIL TEKNO INOVATE RAS 85/30 N,3710,132.5,8.01535E+12,1
10T317D101200C5,CIL TEKNO INOVATE RAS 85/30 N 5 CHIAVI,3710,153.1,0,1
10T3C107012SD,CIL TEKNO INOVATE FRIZ 30/30 N 5+1,3714,96.83,8.01535E+12,1
10T3C112012SD,CIL TEKNO INOVATE FRIZ 40/30 N 5+1,3714,104.6,8.01535E+12,1
10T3C113012SD,CIL TEKNO INOVATE FRIZ 35/35 N 5+1,3714,104.6,8.01535E+12,1
10T3C117012SD,CIL TEKNO INOVATE FRIZ 30/50 N 5+1,3714,112.34,8.01535E+12,1
10T3C118012SD,CIL TEKNO INOVATE FRIZ 40/40 N 5+1,3714,112.34,8.01535E+12,1
10T3C119012SD,CIL TEKNO INOVATE FRIZ 35/45 N 5+1,3714,112.34,8.01535E+12,1
10T3C120012SD,CIL TEKNO INOVATE FRIZ 30/60 N 5+1,3714,120.11,8.01535E+12,1
10T3C121012SD,CIL TEKNO INOVATE FRIZ 40/50 N 5+1,3714,120.11,8.01535E+12,1
10T3C126012SD,CIL TEKNO INOVATE FRIZ 30/35 N 5+1,3714,100.7,8.01535E+12,1
10T3C127012SD,CIL TEKNO INOVATE FRIZ 30/45 N 5+1,3714,108.49,8.01535E+12,1
10T3C131012SD,CIL TEKNO INOVATE FRIZ 35/50 N 5+1,3714,116.23,8.01535E+12,1
10T3C707012SD,CIL TEKNO INOVATE RAS 30/30 N 5+1,3714,108.49,8.01535E+12,1
10T3C712012SD,CIL TEKNO INOVATE RAS 40/30 N 5+1,3714,116.23,8.01535E+12,1
10T3C781012SD,CIL TEKNO INOVATE RAS 35/30 N 5+1,3714,112.34,8.01535E+12,1
10T3C787012SD,CIL TEKNO INOVATE RAS 60/30 N 5+1,3714,131.76,8.01535E+12,1
10T3C790012SD,CIL TEKNO INOVATE RAS 50/30 N 5+1,3714,123.97,8.01535E+12,1
10T3C791012SD,CIL TEKNO INOVATE RAS 45/30 N 5+1,3714,120.11,8.01535E+12,1
10T3C792012SD,CIL TEKNO INOVATE RAS 55/30 N 5+1,3714,127.86,8.01535E+12,1
10T3M100012,COPPIA MODULI TEKNO INOVATE N,3713,56.65,8.01535E+12,1
10T3M10001200C5,COPPIA MODULI TEKNO INOVATE N 5 CHIAVI,3713,77.25,8.01535E+12,1
10T3M100066,COPPIA MODULI TEKNO INOVATE L,3713,56.65,0,1
10T3M10006600C5,COPPIA MODULI TEKNO INOVATE L 5 CHIAVI,3713,77.25,0,1
10T3M400012,MODULO SINGOLO TEKNO INOVATE N,3713,36.05,8.01535E+12,1
10T3M40001200C5,MODULO SINGOLO TEKNO INOVATE N 5 CHIAVI,3713,56.65,8.01535E+12,1
10T3M400066,MODULO SINGOLO TEKNO INOVATE L,3713,36.05,0,1
10T3M40006600C5,MODULO SINGOLO TEKNO INOVATE L 5 CHIAVI,3713,56.65,0,1
10T41000012,CIL. FILETT. TEKNO INOVATE N,3711,74.53,8.01535E+12,1
10T41501012,CIL. FILETT. MICRO TEKNO INOVATE N,3711,129.21,8.01535E+12,1
10T41503012,CIL. FILETT. MICRO TEKNO INOVATE N,3711,106.42,8.01535E+12,1
10T51000012,CIL. C500 TEKNO INOVATE N,3711,66.32,8.01535E+12,1
10T51010012,CIL. CON CORAZZA TEKNO INOVATE N,3711,104.32,8.01535E+12,1
10T610000,CIL. LUCCHETTO  TEKNO INOVATE N,3711,62.61,8.01535E+12,1
10T61010012,CIL. COM. EST. TEKNO INOVATE N,3711,62.61,8.01535E+12,1
10X11600012,COPPIA CIL.RX PER 50121,3882,251.47,8.01535E+12,1
10X1160001200R3,COP.CIL.RX X 50121 CIFR.RISERV.,3882,251.47,8.01535E+12,1
10X12000012,COPPIA CIL.RX PER 11731,3882,251.47,8.01535E+12,1
10X1200001200R3,COP.CIL.RX PER 11731 CIFR.RISERV.,3882,251.47,8.01535E+12,1
10X14900012,COPPIA CIL.RX PER 11721,3882,251.47,8.01535E+12,1
10X1490001200R3,COP.CIL.RX PER 11721 CIFR. RISERV.,3882,251.47,8.01535E+12,1
10X15000012,COPPIA CIL.RX PER 1A631-1A721-1A731,3882,251.47,8.01535E+12,1
10X1500001200R3,COP.CIL.RX PER 1A631-1A721-1A731 CIFR.RISERV.,3882,251.47,8.01535E+12,1
10X15600012,COPPIA CIL.RX PER 11670,3882,251.47,8.01535E+12,1
10X1560001200R3,COP.CIL.RX PER 11670 CIFR.RISER.,3882,251.47,8.01535E+12,1
10X21055012,CIL.RX CON TUBO,3882,210.53,8.01535E+12,1
10X2105501200R3,CIL.RX CON TUBO CIFRATURA RISERVATA,3882,210.53,8.01535E+12,1
10X3M100012,COPPIA MODULI RX,3885,206.08,8.01535E+12,1
10X3M10001200C5,10X3M10001200C5 : COPPIA MODULI RX | n chiavi 5,3885,261.05,0,1
10X3M10001200R3,COPPIA MODULI RX CIFRAT.RISERVATA,3885,206.08,8.01535E+12,1
10R3M707066,CIL RS5 RAS 30/30 L,3880,216.38,0,1
10X3M100012SMC5,COPPIA MODULI RX SMONTABILE C5,3885,261.05,8.01535E+12,1
10X3M100012SMR3,COPPIA MODULI RX SMONTABILE CIFRATURA RISERVATA,3885,206.08,8.01535E+12,1
10X3M100066,COPPIA MODULI RX,3885,206.08,8.01535E+12,1
10X3M100066SM,COPPIA MODULI RX SMONTABILE,3885,206.08,8.01535E+12,1
10X3M100066SMC5,COPPIA MODULI RX SMONTABILE C5,3885,261.05,8.01535E+12,1
10X3M107012,CIL RX FRIZ 30/30 N,3881,222.23,8.01535E+12,1
10X3M10701200R3,CIL RX 30/30 CIFRATURA RISERVATA,3881,222.23,8.01535E+12,1
10X3M10701200R5,CIL RX 30/30 N CIFRATURA RISERVATA,3881,277.2,8.01535E+12,1
10X3M107066,CIL RX FRIZ 30/30,3881,222.23,8.01535E+12,1
10X3M10706600C5,10X3M10706600C5 : CH.-CH. RX 30/30 L | n chiavi 5,3881,277.2,0,1
10X3M112012,CIL RX FRIZ 40/30 N,3881,245.63,8.01535E+12,1
10X3M11201200C5,10X3M11201200C5 : CH.-CH. RX 30/40 N | n chiavi 5,3881,300.62,0,1
10X3M11201200R3,CIL RX 40/30 CIFRATURA RISERVATA,3881,245.63,8.01535E+12,1
10X3M112066,CIL RX FRIZ 40/30,3881,245.63,8.01535E+12,1
10X3M11206600C5,10X3M11206600C5 : CH.-CH. RX 30/40 L | n chiavi 5,3881,300.62,0,1
10X3M113012,CIL RX FRIZ 35/35 N,3881,245.63,8.01535E+12,1
10X3M11301200C5,10X3M11301200C5 : CIL RX FRIZ 35 35 N | n chiavi 5,3881,300.62,0,1
10X3M11301200R3,CIL RX 35/35 CIFRATURA RISERVATA,3881,245.63,8.01535E+12,1
10X3M113066,CIL RX FRIZ 35/35,3881,245.63,8.01535E+12,1
10X3M117012,CIL RX FRIZ 30/50 N,3881,269.03,8.01535E+12,1
10X3M11701200R3,CIL RX 30/50 CIFRATURA RISERVATA,3881,269.03,8.01535E+12,1
10X3M11701200R5,CIL RX FRIZ 30/50 N,3881,323.99,8.01535E+12,1
10X3M117066,CIL RX FRIZ 30/50,3881,269.03,8.01535E+12,1
10X3M118012,CIL RX FRIZ 40/40 N,3881,269.03,8.01535E+12,1
10X3M11801200R3,CIL RX 40/40 CIFRATURA RISERVATA,3881,269.03,8.01535E+12,1
10X3M118066,CIL RX FRIZ 40/40,3881,269.03,8.01535E+12,1
10X3M119012,CIL RX FRIZ 35/45 N,3881,269.03,8.01535E+12,1
10X3M11901200R3,CIL RX 35/45 CIFRATURA RISERVATA,3881,269.03,8.01535E+12,1
10X3M119066,CIL RX FRIZ 35/45,3881,269.03,8.01535E+12,1
10X3M120012,CIL RX FRIZ 30/60 N,3881,292.42,8.01535E+12,1
10X3M12001200R3,CIL RX 30/60 CIFRATURA RISERVATA,3881,292.42,8.01535E+12,1
10X3M12001200R5,CIL RX FRIZ 30/60 N,3881,347.38,8.01535E+12,1
10X3M120066,CIL RX FRIZ 30/60,3881,292.42,8.01535E+12,1
10X3M121012,CIL RX FRIZ 40/50 N,3881,292.42,8.01535E+12,1
10X3M12101200R3,CIL RX 40/50 CIFRATURA RISERVATA,3881,292.42,8.01535E+12,1
10X3M12101200R5,CIL RX FRIZ 40/50 N,3881,347.38,8.01535E+12,1
10X3M121066,CIL RX FRIZ 40/50,3881,292.42,8.01535E+12,1
10X3M122012,CIL RX FRIZ 35/65 N,3881,315.81,8.01535E+12,1
10X3M12201200R3,CIL RX 35/65 CIFRATURA RISERVATA,3881,315.81,8.01535E+12,1
10X3M122066,CIL RX FRIZ 35/65,3881,315.81,8.01535E+12,1
10X3M123012,CIL RX FRIZ 50/50 N,3881,315.81,8.01535E+12,1
10X3M12301200R3,CIL RX 50/50 CIFRATURA RISERVATA,3881,315.81,8.01535E+12,1
10X3M123066,CIL RX FRIZ 50/50,3881,315.81,8.01535E+12,1
10X3M124012,CIL RX FRIZ 30/70 N,3881,315.81,8.01535E+12,1
10X3M12401200R3,CIL RX 30/70 CIFRATURA RISERVATA,3881,315.81,8.01535E+12,1
10X3M12401200R5,CIL RX FRIZ 30/70 N,3881,370.77,8.01535E+12,1
10X3M124066,CIL RX FRIZ 30/70,3881,315.81,8.01535E+12,1
10X3M125012,CIL RX FRIZ 40/60 N,3881,315.81,8.01535E+12,1
10X3M12501200R3,CIL RX 40/60 CIFRATURA RISERVATA,3881,315.81,8.01535E+12,1
10X3M125066,CIL RX FRIZ 40/60,3881,315.81,8.01535E+12,1
10X3M126012,CIL RX FRIZ 30/35 N,3881,233.93,8.01535E+12,1
10X3M12601200C5,10X3M12601200C5 : CH.-CH. RX 30/35 N | n chiavi 5,3881,288.92,0,1
10X3M12601200R3,CIL RX 30/35 CIFRATURA RISERVATA,3881,233.93,8.01535E+12,1
10X3M126066,CIL RX FRIZ 30/35,3881,233.93,8.01535E+12,1
10X3M12606600C5,10X3M12606600C5 : CH.-CH. RX 30/35 L | n chiavi 5,3881,288.92,0,1
10X3M127012,CIL RX FRIZ 30/45 N,3881,257.32,8.01535E+12,1
10X3M12701200R3,CIL RX 30/45 CIFRATURA RISERVATA,3881,257.32,8.01535E+12,1
10X3M12701200R5,CIL RX FRIZ 30/45 N,3881,312.3,8.01535E+12,1
10X3M127066,CIL RX FRIZ 30/45,3881,257.32,8.01535E+12,1
10X3M128012,CIL RX FRIZ 35/40 N,3881,257.32,8.01535E+12,1
10X3M12801200R3,CIL RX 35/40 CIFRATURA RISERVATA,3881,257.32,8.01535E+12,1
10X3M128066,CIL RX FRIZ 35/40,3881,257.32,8.01535E+12,1
10X3M129012,CIL RX FRIZ 45/45 N,3881,292.42,8.01535E+12,1
10X3M12901200R3,CIL RX 45/45 CIFRATURA RISERVATA,3881,292.42,8.01535E+12,1
10X3M129066,CIL RX FRIZ 45/45,3881,292.42,8.01535E+12,1
10X3M130012,CIL RX FRIZ 40/45 N,3881,280.72,8.01535E+12,1
10X3M13001200R3,CIL RX 40/45 CIFRATURA RISERVATA,3881,280.72,8.01535E+12,1
10X3M130066,CIL RX FRIZ 40/45,3881,280.72,8.01535E+12,1
10X3M131012,CIL RX FRIZ 35/50 N,3881,280.72,8.01535E+12,1
10X3M13101200R3,CIL RX 35/50 CIFRATURA RISERVATA,3881,280.72,8.01535E+12,1
10X3M13101200R5,CIL RX FRIZ 35/50 N,3881,335.69,8.01535E+12,1
10X3M131066,CIL RX FRIZ 35/50,3881,280.72,8.01535E+12,1
10X3M132012,CIL RX FRIZ 35/55 N,3881,292.42,8.01535E+12,1
10X3M13201200C5,10X3M13201200C5 : CIL RX FRIZ 35 55 N | n chiavi 5,3881,347.4,0,1
10X3M13201200R3,CIL RX 35/55 CIFRATURA RISERVATA,3881,292.42,8.01535E+12,1
10X3M132066,CIL RX FRIZ 35/55,3881,292.42,8.01535E+12,1
10X3M133012,CIL RX FRIZ 30/55 N,3881,280.72,8.01535E+12,1
10X3M13301200R3,CIL RX 30/55 CIFRATURA RISERVATA,3881,280.72,8.01535E+12,1
10X3M135012,CIL RX FRIZ 40/70 N,3881,339.2,8.01535E+12,1
10X3M135066,CIL RX FRIZ 40/70,3881,339.2,8.01535E+12,1
10X3M136012,CIL RX FRIZ 50/60 N,3881,339.2,8.01535E+12,1
10X3M13601200R3,CIL RX FRIZ 50/60 CIFRATURA RISERVATA,3881,339.2,8.01535E+12,1
10X3M136066,CIL RX FRIZ 50/60,3881,339.2,8.01535E+12,1
10X3M137012,CIL RX FRIZ 30/80 N,3881,339.2,8.01535E+12,1
10X3M13701200R3,CIL RX FRIZ 30/80 CIFRATURA RISERVATA,3881,339.2,8.01535E+12,1
10X3M137066,CIL RX FRIZ 30/80,3881,339.2,8.01535E+12,1
10X3M138012,CIL RX FRIZ 35/60 N,3881,304.11,8.01535E+12,1
10X3M13801200R3,CIL RX 35/60 CIFRATURA RISERVATA,3881,304.11,8.01535E+12,1
10X3M138066,CIL RX FRIZ 35/60,3881,304.11,8.01535E+12,1
10X3M139012,CIL RX FRIZ 45/50 N,3881,304.11,8.01535E+12,1
10X3M13901200R3,CIL RX 45/50 CIFRATURA RISERVATA,3881,304.11,8.01535E+12,1
10X3M140012,CIL RX FRIZ 60/60 N,3881,362.59,8.01535E+12,1
10X3M141012,CIL RX FRIZ 30/65 N,3881,304.11,8.01535E+12,1
10X3M14101200R3,CIL RX FRIZ 30/65 CIFRATURA RISERVATA,3881,304.11,8.01535E+12,1
10X3M142012,CIL RX FRIZ 40/55 N,3881,304.11,8.01535E+12,1
10X3M14201200R3,CIL RX 40/55 CIFRATURA RISERVATA,3881,304.11,8.01535E+12,1
10X3M142066,CIL RX FRIZ 40/55,3881,304.11,8.01535E+12,1
10X3M143012,CIL RX FRIZ 45/55 N,3881,315.81,8.01535E+12,1
10X3M14301200R3,CIL RX 45/55 CIFRATURA RISERVATA,3881,315.81,8.01535E+12,1
10X3M143066,CIL RX FRIZ 45/55,3881,315.81,8.01535E+12,1
10X3M144012,CIL RX FRIZ 40/65 N,3881,327.5,8.01535E+12,1
10X3M144066,CIL RX FRIZ 40/65,3881,327.5,8.01535E+12,1
10X3M145012,CIL RX FRIZ 45/65 N,3881,339.2,8.01535E+12,1
10X3M149012,CIL RX FRIZ 35/70 N,3881,327.5,8.01535E+12,1
10X3M152012,CIL RX FRIZ 30/90 N,3881,362.59,8.01535E+12,1
10X3M153012,CIL RX FRIZ 30/100 N,3881,385.98,8.01535E+12,1
10X3M154012,CIL RX FRIZ 45/60 N,3881,327.5,8.01535E+12,1
10X3M15401200R3,CIL RX 45/60 CIFRATURA RISERVATA,3881,327.5,8.01535E+12,1
10X3M155012,CIL RX FRIZ 50/80 N,3881,385.98,8.01535E+12,1
10X3M155066,CIL RX FRIZ 50/80,3881,385.98,8.01535E+12,1
10X3M156012,CIL RX FRIZ 30/75 N,3881,327.5,8.01535E+12,1
10X3M157012,CIL RX FRIZ 35/75 N,3881,339.2,8.01535E+12,1
10X3M159012,CIL RX FRIZ 40/75 N,3881,350.89,8.01535E+12,1
10X3M160012,CIL RX FRIZ 40/80 N,3881,362.59,8.01535E+12,1
10X3M160066,CIL RX FRIZ 40/80,3881,362.59,8.01535E+12,1
10X3M161012,CIL RX FRIZ 45/70 N,3881,350.89,8.01535E+12,1
10X3M164012,CIL RX FRIZ 55/50 N,3881,327.5,8.01535E+12,1
10X3M165012,CIL RX FRIZ 50/65 N,3881,350.89,8.01535E+12,1
10X3M166012,CIL RX FRIZ 50/70 N,3881,362.59,8.01535E+12,1
10X3M170012,CIL RX FRIZ 55/55 N,3881,339.2,8.01535E+12,1
10X3M170066,CIL RX FRIZ 55/55,3881,339.2,8.01535E+12,1
10X3M171012,CIL RX FRIZ 55/60 N,3881,350.89,8.01535E+12,1
10X3M177012,CIL RX FRIZ 30/85 N,3881,350.89,8.01535E+12,1
10X3M177066,CIL RX FRIZ 30/85,3881,350.89,8.01535E+12,1
